Feature,Importance
CustomerID_AC-101238,0.0
CustomerID_AC-101245,0.0
CustomerID_AC-101286,0.0
CustomerID_AC-101303,0.0
CustomerID_AC-101327,0.0
CustomerID_AC-101358,0.0
CustomerID_AC-100619,0.0
CustomerID_AC-100570,0.0
CustomerID_AC-101362,0.0
CustomerID_AC-100559,0.0
Claimed,0.0
HasClaim,0.0
CustomerID_AC-100080,0.0
CustomerID_AC-100098,0.0
CustomerID_AC-100133,0.0
CustomerID_AC-100158,0.0
CustomerID_AC-100163,0.0
CustomerID_AC-100192,0.0
CustomerID_AC-100270,0.0
CustomerID_AC-100271,0.0
CustomerID_AC-100284,0.0
CustomerID_AC-100290,0.0
CustomerID_AC-100310,0.0
CustomerID_AC-100329,0.0
CustomerID_AC-100338,0.0
CustomerID_AC-100365,0.0
CustomerID_AC-100378,0.0
CustomerID_AC-100402,0.0
CustomerID_AC-100408,0.0
CustomerID_AC-100413,0.0
CustomerID_AC-100436,0.0
CustomerID_AC-100448,0.0
TransactionDate_2025-06-03,0.0
CustomerID_AC-101359,0.0
CustomerID_AC-101397,0.0
CustomerID_AC-102687,0.0
CustomerID_AC-102168,0.0
CustomerID_AC-102271,0.0
CustomerID_AC-102337,0.0
CustomerID_AC-102344,0.0
CustomerID_AC-102352,0.0
TransactionDate_2025-03-13,0.0
CustomerID_AC-102357,0.0
CustomerID_AC-102391,0.0
CustomerID_AC-102394,0.0
CustomerID_AC-105025,0.0
CustomerID_AC-102419,0.0
CustomerID_AC-102461,0.0
CustomerID_AC-102474,0.0
CustomerID_AC-102492,0.0
CustomerID_AC-102494,0.0
CustomerID_AC-102514,0.0
CustomerID_AC-102556,0.0
CustomerID_AC-102585,0.0
CustomerID_AC-102595,0.0
CustomerID_AC-102601,0.0
CustomerID_AC-102647,0.0
CustomerID_AC-102658,0.0
CustomerID_AC-102677,0.0
CustomerID_AC-102685,0.0
CustomerID_AC-102214,0.0
CustomerID_AC-102105,0.0
CustomerID_AC-101451,0.0
CustomerID_AC-102094,0.0
CustomerID_AC-101455,0.0
CustomerID_AC-101469,0.0
TransactionDate_2025-04-19,0.0
TransactionDate_2025-04-18,0.0
CustomerID_AC-101475,0.0
CustomerID_AC-101488,0.0
CustomerID_AC-101494,0.0
CustomerID_AC-101530,0.0
CustomerID_AC-101539,0.0
CustomerID_AC-101625,0.0
CustomerID_AC-101655,0.0
CustomerID_AC-101683,0.0
CustomerID_AC-101735,0.0
CustomerID_AC-101748,0.0
CustomerID_AC-101769,0.0
CustomerID_AC-101770,0.0
CustomerID_AC-101821,0.0
CustomerID_AC-101926,0.0
CustomerID_AC-101935,0.0
CustomerID_AC-102028,0.0
CustomerID_AC-102066,0.0
TransactionDate_2025-03-25,0.0
CustomerID_AC-102086,0.0
CustomerID_AC-102410,0.0
CustomerID_AC-105422,0.0
CustomerID_AC-105065,0.0
CustomerID_AC-108077,0.0
CustomerID_AC-107853,0.0
TransactionDate_2024-06-01,0.0
CustomerID_AC-107872,0.0
CustomerID_AC-107876,0.0
CustomerID_AC-107883,0.0
CustomerID_AC-107923,0.0
CustomerID_AC-107945,0.0
CustomerID_AC-107985,0.0
CustomerID_AC-107996,0.0
TransactionDate_2024-05-23,0.0
CustomerID_AC-108008,0.0
CustomerID_AC-108200,0.0
CustomerID_AC-108607,0.0
CustomerID_AC-108212,0.0
CustomerID_AC-108229,0.0
CustomerID_AC-108270,0.0
CustomerID_AC-108320,0.0
CustomerID_AC-108479,0.0
CustomerID_AC-108488,0.0
CustomerID_AC-108501,0.0
CustomerID_AC-108507,0.0
CustomerID_AC-108508,0.0
CustomerID_AC-108543,0.0
CustomerID_AC-108555,0.0
CustomerID_AC-107842,0.0
CustomerID_AC-107773,0.0
CustomerID_AC-107769,0.0
CustomerID_AC-107767,0.0
CustomerID_AC-107315,0.0
CustomerID_AC-107319,0.0
CustomerID_AC-107328,0.0
CustomerID_AC-107352,0.0
CustomerID_AC-107358,0.0
CustomerID_AC-107393,0.0
CustomerID_AC-107420,0.0
CustomerID_AC-107475,0.0
CustomerID_AC-107512,0.0
CustomerID_AC-107530,0.0
CustomerID_AC-107562,0.0
CustomerID_AC-107600,0.0
CustomerID_AC-107635,0.0
CustomerID_AC-107645,0.0
CustomerID_AC-107646,0.0
CustomerID_AC-107652,0.0
CustomerID_AC-107660,0.0
CustomerID_AC-107673,0.0
CustomerID_AC-107683,0.0
CustomerID_AC-107752,0.0
CustomerID_AC-107762,0.0
TransactionDate_2024-06-09,0.0
TransactionDate_2024-06-08,0.0
CustomerID_AC-108585,0.0
CustomerID_AC-108672,0.0
CustomerID_AC-105078,0.0
CustomerID_AC-109781,0.0
CustomerID_AC-109644,0.0
CustomerID_AC-109647,0.0
CustomerID_AC-109660,0.0
CustomerID_AC-109674,0.0
CustomerID_AC-109689,0.0
TransactionDate_2024-03-20,0.0
CustomerID_AC-109703,0.0
CustomerID_AC-109719,0.0
CustomerID_AC-109776,0.0
CustomerID_AC-109780,0.0
TransactionDate_2024-03-14,0.0
CustomerID_AC-109794,0.0
CustomerID_AC-108692,0.0
CustomerID_AC-109800,0.0
CustomerID_AC-109813,0.0
CustomerID_AC-109848,0.0
CustomerID_AC-109878,0.0
CustomerID_AC-109887,0.0
CustomerID_AC-109897,0.0
CustomerID_AC-109926,0.0
CustomerID_AC-109938,0.0
CustomerID_AC-109945,0.0
TransactionDate_2024-01-14,0.0
TransactionDate_2024-01-21,0.0
TransactionDate_2024-03-28,0.0
CustomerID_AC-109592,0.0
CustomerID_AC-109574,0.0
CustomerID_AC-109565,0.0
CustomerID_AC-108695,0.0
CustomerID_AC-108785,0.0
CustomerID_AC-108798,0.0
CustomerID_AC-108877,0.0
CustomerID_AC-108904,0.0
CustomerID_AC-108906,0.0
CustomerID_AC-108937,0.0
CustomerID_AC-108960,0.0
CustomerID_AC-108968,0.0
CustomerID_AC-108998,0.0
CustomerID_AC-109099,0.0
CustomerID_AC-109108,0.0
CustomerID_AC-109109,0.0
CustomerID_AC-109160,0.0
CustomerID_AC-109176,0.0
CustomerID_AC-109207,0.0
CustomerID_AC-109235,0.0
CustomerID_AC-109308,0.0
TransactionDate_2024-04-06,0.0
CustomerID_AC-109315,0.0
CustomerID_AC-109444,0.0
CustomerID_AC-109454,0.0
CustomerID_AC-109554,0.0
CustomerID_AC-107298,0.0
CustomerID_AC-107283,0.0
CustomerID_AC-107265,0.0
CustomerID_AC-106070,0.0
CustomerID_AC-105855,0.0
CustomerID_AC-105867,0.0
CustomerID_AC-105882,0.0
CustomerID_AC-105886,0.0
CustomerID_AC-105893,0.0
CustomerID_AC-105896,0.0
CustomerID_AC-105900,0.0
CustomerID_AC-105941,0.0
CustomerID_AC-106004,0.0
CustomerID_AC-106046,0.0
CustomerID_AC-106050,0.0
CustomerID_AC-106107,0.0
CustomerID_AC-107263,0.0
CustomerID_AC-106115,0.0
TransactionDate_2024-09-20,0.0
CustomerID_AC-106128,0.0
TransactionDate_2024-09-18,0.0
CustomerID_AC-106142,0.0
CustomerID_AC-106175,0.0
CustomerID_AC-106177,0.0
CustomerID_AC-106191,0.0
CustomerID_AC-106226,0.0
CustomerID_AC-106260,0.0
CustomerID_AC-106289,0.0
TransactionDate_2024-10-08,0.0
CustomerID_AC-105762,0.0
CustomerID_AC-105719,0.0
CustomerID_AC-105706,0.0
CustomerID_AC-105096,0.0
CustomerID_AC-105153,0.0
CustomerID_AC-105166,0.0
CustomerID_AC-105188,0.0
CustomerID_AC-105234,0.0
CustomerID_AC-105313,0.0
CustomerID_AC-105345,0.0
CustomerID_AC-105410,0.0
CustomerID_AC-105420,0.0
TransactionDate_2024-02-14,0.0
CustomerID_AC-105426,0.0
TransactionDate_2024-10-26,0.0
CustomerID_AC-105451,0.0
CustomerID_AC-105491,0.0
TransactionDate_2024-10-23,0.0
CustomerID_AC-105492,0.0
CustomerID_AC-105511,0.0
CustomerID_AC-105540,0.0
CustomerID_AC-105546,0.0
CustomerID_AC-105553,0.0
CustomerID_AC-105593,0.0
CustomerID_AC-105609,0.0
CustomerID_AC-105633,0.0
CustomerID_AC-106320,0.0
CustomerID_AC-106332,0.0
CustomerID_AC-106343,0.0
CustomerID_AC-106912,0.0
CustomerID_AC-106937,0.0
CustomerID_AC-106945,0.0
CustomerID_AC-106987,0.0
CustomerID_AC-107003,0.0
CustomerID_AC-107046,0.0
CustomerID_AC-107054,0.0
CustomerID_AC-107071,0.0
CustomerID_AC-107096,0.0
CustomerID_AC-107106,0.0
TransactionDate_2024-07-22,0.0
CustomerID_AC-107113,0.0
CustomerID_AC-107120,0.0
CustomerID_AC-107121,0.0
TransactionDate_2024-07-18,0.0
CustomerID_AC-107122,0.0
CustomerID_AC-107170,0.0
TransactionDate_2024-07-14,0.0
CustomerID_AC-107184,0.0
TransactionDate_2024-07-12,0.0
CustomerID_AC-107185,0.0
CustomerID_AC-107200,0.0
CustomerID_AC-107222,0.0
CustomerID_AC-107248,0.0
CustomerID_AC-106913,0.0
CustomerID_AC-106883,0.0
CustomerID_AC-106357,0.0
CustomerID_AC-106882,0.0
CustomerID_AC-106418,0.0
TransactionDate_2024-09-03,0.0
TransactionDate_2024-09-02,0.0
CustomerID_AC-106431,0.0
CustomerID_AC-106440,0.0
CustomerID_AC-106491,0.0
CustomerID_AC-106503,0.0
CustomerID_AC-106540,0.0
CustomerID_AC-106605,0.0
CustomerID_AC-106610,0.0
CustomerID_AC-106619,0.0
CustomerID_AC-106650,0.0
CustomerID_AC-106666,0.0
CustomerID_AC-106707,0.0
CustomerID_AC-106721,0.0
CustomerID_AC-106764,0.0
CustomerID_AC-106771,0.0
CustomerID_AC-106800,0.0
CustomerID_AC-106802,0.0
CustomerID_AC-106820,0.0
CustomerID_AC-106842,0.0
CustomerID_AC-106854,0.0
CustomerID_AC-106869,0.0
CustomerID_AC-106834,0.0
